2470022,119-000452-035671,NULL,-105.25065959,38.97365165,452,NULL,,,Chipeta Creek,Trail,,NULL, ,452 Chipeta Creek Trail ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C648487CE0A505AC070AA0B9EA07C4340
2470023,119-000076-035672,NULL,-105.25293869,38.97320204,76,NULL,,,Shavano Creek,Trail,,NULL, ,76 Shavano Creek Trail ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CFC94C52530505AC0E85C60E2917C4340
2470024,119-000622-035673,NULL,-105.31237049,38.97119427,622,NULL,,,Circle,Drive,,NULL, ,622 Circle Drive ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CC8FDCFE0FD535AC0804C0C18507C4340
2470025,119-000740-035674,NULL,-105.30754272,38.96654244,740,NULL,,,Pikes Peak,Drive,,NULL, ,740 Pikes Peak Drive ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C940EA8C7AE535AC088FFA4A9B77B4340
2470026,119-003781-035675,NULL,-105.25583745,39.01485952,3781,NULL,,,Pathfinder,Road,,NULL, ,3781 Pathfinder Road ,Divide,80814,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C201008A45F505AC02083B4EAE6814340
2470027,119-003847-035676,NULL,-105.25519907,39.01393340,3847,NULL,,,Pathfinder,Road,,NULL, ,3847 Pathfinder Road ,Divide,80814,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C249C762E55505AC0C05DD091C8814340
2470028,119-003142-035677,NULL,-105.26069560,39.00657993,3142,NULL,,,Pathfinder,Road,,NULL, ,3142 Pathfinder Road ,Divide,80814,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C800D993CAF505AC0C8857A9CD7804340
2470029,119-002599-035678,NULL,-105.26175284,39.00105784,2599,NULL,,,Pathfinder,Road,,NULL, ,2599 Pathfinder Road ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C9801FE8EC0505AC0F03FD0A922804340
2470030,119-003111-035679,NULL,-105.26218438,39.00668199,3111,NULL,,,Pathfinder,Road,,NULL, ,3111 Pathfinder Road ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C30C603A1C7505AC0D8AB8FF4DA804340
2470031,119-000079-035680,NULL,-105.26909060,38.98670693,79,NULL,,,Fossil,Drive,,NULL, ,79 Fossil Drive ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CB008CDC738515AC0A0D6A9694C7E4340
2470032,119-001877-035681,NULL,-105.26085522,38.99176443,1877,NULL,,,Pathfinder,Road,,NULL, ,1877 Pathfinder Road ,Divide,80814,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C84041CDAB1505AC018F20523F27E4340
2470033,119-000155-035682,NULL,-105.26359105,38.99853551,155,NULL,,,Fossil Creek,Road,,NULL, ,155 Fossil Creek Road ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C8898FBACDE505AC0A8F7FB02D07F4340
2470034,119-001111-035683,NULL,-105.27209353,38.98771743,1111,NULL,,,Fossil Creek,Road,,NULL, ,1111 Fossil Creek Road ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C4446FCFA69515AC0887951866D7E4340
2470035,119-000118-035684,NULL,-105.27223609,38.99545088,118,NULL,,,Quiver,Circle,,NULL, ,118 Quiver Circle ,Divide,80814,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CD0D5EB506C515AC0B85539EF6A7F4340
2470036,119-000557-035685,NULL,-105.20740591,38.79893632,557,NULL,,,Gold King,Drive,,NULL, ,557 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C007B7523464D5AC04867928B43664340
2470037,119-001053-035686,NULL,-105.20397440,38.80563191,1053,NULL,,,Gold King,Drive,,NULL, ,1053 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA899A8EA0D4D5AC0380849F21E674340
2470038,119-001431-035687,NULL,-105.18615888,38.79736537,1431,NULL,,,Anges,Drive,,NULL, ,1431 Anges Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CD0BBF406EA4B5AC0381D7F1110664340
2470039,119-000103-035688,NULL,-105.21309207,38.79683918,103,NULL,,,Molly Kathleen,Drive,,NULL, ,103 Molly Kathleen Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CD4FEEC4CA34D5AC000667AD3FE654340
2470040,119-000525-035689,NULL,-105.19987953,38.79537566,525,NULL,,,Bennett,Drive,,NULL, ,525 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C581F83D3CA4C5AC0C86C99DECE654340
2470041,119-000067-035690,NULL,-105.19631998,38.79587647,67,NULL,,,Red Cloud,Circle,,NULL, ,67 Red Cloud Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C708FAF81904C5AC07898BF47DF654340
2470042,119-000444-035691,NULL,-105.19942727,38.79428760,444,NULL,,,Bennett,Drive,,NULL, ,444 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C24A5986AC34C5AC030CF5037AB654340
2470043,119-000596-035692,NULL,-105.19823496,38.79534756,596,NULL,,,Bennett,Drive,,NULL, ,596 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C683CABE1AF4C5AC02848E3F2CD654340
2470044,119-000040-035693,NULL,-105.21327463,38.79537615,40,NULL,,,Dexter,Circle,,NULL, ,40 Dexter Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C24EF9D4AA64D5AC09865B1E2CE654340
2470045,119-000098-035694,NULL,-105.21240655,38.79162234,98,NULL,,,Andes,Road,,NULL, ,98 Andes Road ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C1080A511984D5AC0E0CD73E153654340
2470046,119-000409-035695,NULL,-105.20525752,38.78315979,409,NULL,,,Sunset,Lane,,NULL, ,409 Sunset Lane ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CBC2273F0224D5AC0905A74943E644340
2470047,119-005100-035696,NULL,-105.21012942,38.79437679,5100,NULL,,Co Rd,1, ,,NULL, ,5100 Co Rd 1 ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CB4DAACC2724D5AC078BA7C23AE654340
2470048,119-000312-035697,NULL,-105.20054474,38.79218822,312,NULL,,,Bennett,Drive,,NULL, ,312 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CB4FE9BB9D54C5AC060BC726C66654340
2470049,119-000191-035698,NULL,-105.20197323,38.78502467,191,NULL,,,Anges,Drive,,NULL, ,191 Anges Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C1C612021ED4C5AC090653EB07B644340
2470050,119-000575-035699,NULL,-105.19432629,38.78328940,575,NULL,,,Derby,Drive,,NULL, ,575 Derby Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CC0DA85D76F4C5AC060DBB5D342644340
2470051,119-000712-035700,NULL,-105.20074942,38.78045996,712,NULL,,,Crystal,Drive,,NULL, ,712 Crystal Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CF0521714D94C5AC09093A31CE6634340
2470052,119-002085-035701,NULL,-105.19327758,38.81552263,2085,NULL,,,Gold King,Drive,,NULL, ,2085 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CFCA7F2A85E4C5AC04034A40B63684340
2470053,119-000757-035702,NULL,-105.19742008,38.79788627,757,NULL,,,Bennett,Drive,,NULL, ,757 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C1CCBD487A24C5AC0F0C9252321664340
2470054,119-000126-035703,NULL,-105.19944905,38.79778190,126,NULL,,,Mariposa,Drive,,NULL, ,126 Mariposa Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C7472EEC5C34C5AC0E0C59EB71D664340
2470055,119-000023-035704,NULL,-105.20430417,38.79337055,23,NULL,,,Summit,Circle,,NULL, ,23 Summit Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C484BCE51134D5AC090398F2A8D654340
2470056,119-000154-035705,NULL,-105.19353733,38.77534191,154,NULL,,,Copper Mountain,Drive,,NULL, ,154 Copper Mountain Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CECB965EA624C5AC0507B5B673E634340
2470057,119-000595-035706,NULL,-105.19061746,38.77489891,595,NULL,,,Copper Mountain,Drive,,NULL, ,595 Copper Mountain Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA8429413334C5AC008AB3AE32F634340
2470058,119-002195-035707,NULL,-105.19143554,38.81685582,2195,NULL,,,Gold King,Drive,,NULL, ,2195 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA40BDC7A404C5AC050D04CBB8E684340
2470059,119-002248-035708,NULL,-105.18967479,38.81604829,2248,NULL,,,Gold King,Drive,,NULL, ,2248 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C5CE8B9A1234C5AC0A04F304574684340
2470060,119-000265-035709,NULL,-105.21148541,38.79046166,265,NULL,,,Independence,Road,,NULL, ,265 Independence Road ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CFCE119FA884D5AC010EDFCD82D654340
2470061,119-000074-035710,NULL,-105.20296514,38.78583043,74,NULL,,Co Rd,1, ,,NULL, ,74 Co Rd 1 ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C48567B61FD4C5AC0A81D771796644340
2470062,119-001365-035711,NULL,-105.20356209,38.81010643,1365,NULL,,,Gold King,Drive,,NULL, ,1365 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C38E34A29074D5AC0501F4191B1674340
2470063,119-001105-035712,NULL,-105.20415641,38.80641152,1105,NULL,,,Gold King,Drive,,NULL, ,1105 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C3CE809E6104D5AC09033277E38674340
2470064,119-001209-035713,NULL,-105.20419571,38.80809676,1209,NULL,,,Gold King,Drive,,NULL, ,1209 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CDC08E18A114D5AC0505DE7B66F674340
2470065,119-000189-035714,NULL,-105.19254825,38.77590256,189,NULL,,,Copper Mountain,Drive,,NULL, ,189 Copper Mountain Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C1C88EAB5524C5AC0589965C650634340
2470066,119-000210-035715,NULL,-105.31962422,38.82158900,210,NULL,,,Icarus,Drive,,NULL, ,210 Icarus Drive ,Florissant,80816,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C90C121B974545AC0F82B13D429694340
2470067,119-001477-035716,NULL,-105.20081673,38.81874610,1477,NULL,,,Golden Cycle,Circle,,NULL, ,1477 Golden Cycle Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C18BD662EDA4C5AC0687713ACCC684340
2470068,119-001692-035717,NULL,-105.18471188,38.81321663,1692,NULL,,,May Queen,Drive,,NULL, ,1692 May Queen Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C34DFC551D24B5AC0300F857B17684340
2470069,119-000384-035718,NULL,-105.20735364,38.81907738,384,NULL,,,Deadwood,Road,,NULL, ,384 Deadwood Road ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA87A3148454D5AC070701687D7684340
2470070,119-001469-035719,NULL,-105.20271109,38.81162901,1469,NULL,,,Gold King,Drive,,NULL, ,1469 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C08D1F337F94C5AC0B8CEA375E3674340
2470071,119-001298-035720,NULL,-105.22160849,38.80451577,1298,NULL,,,Dandy Jim,Drive,,NULL, ,1298 Dandy Jim Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CB4F85BD52E4E5AC02039755FFA664340
2470072,119-000047-035721,NULL,-105.17625572,38.80365451,47,NULL,,,Fairview,Drive,,NULL, ,47 Fairview Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA03511C6474B5AC05892A226DE664340
2470073,119-000175-035722,NULL,-105.18937310,38.80064897,175,NULL,,,Rattler,Court,,NULL, ,175 Rattler Court ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CBCA957B01E4C5AC0B8025DAA7B664340
2470074,119-002178-035723,NULL,-105.17337996,38.79973271,2178,NULL,,,Anges,Drive,,NULL, ,2178 Anges Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CF46B41A8184B5AC0703331A45D664340
2470075,119-000626-035724,NULL,-105.18614939,38.80779563,626,NULL,,,Yorktown,Road,,NULL, ,626 Yorktown Road ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C58681FDFE94B5AC020CBE8D865674340
2470076,119-000817-035725,NULL,-105.17494779,38.80590567,817,NULL,,,Wellington,Drive,,NULL, ,817 Wellington Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C306F3B58324B5AC0106BB5EA27674340
2470077,119-000192-035726,NULL,-105.21985177,38.80197072,192,NULL,,,Last Dollar,Drive,,NULL, ,192 Last Dollar Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CA474270D124E5AC07814FBF9A6664340
2470078,119-000109-035727,NULL,-105.20870270,38.80065141,109,NULL,,,Blue Bell,Circle,,NULL, ,109 Blue Bell Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010CACB290625B4D5AC0A804D7BE7B664340
2470079,119-000324-035728,NULL,-105.20930189,38.79862692,324,NULL,,,Dandy Jim,Drive,,NULL, ,324 Dandy Jim Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C6048C333654D5AC040B32D6839664340
2470080,119-000936-035729,NULL,-105.19577787,38.79871621,936,NULL,,,Bennett,Drive,,NULL, ,936 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C6C4EE89F874C5AC0E08332553C664340
2470081,119-000770-035730,NULL,-105.19645488,38.79852253,770,NULL,,,Bennett,Drive,,NULL, ,770 Bennett Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C741C7CB7924C5AC0185384FC35664340
2470082,119-001661-035731,NULL,-105.19920910,38.81274025,1661,NULL,,,Gold King,Drive,,NULL, ,1661 Gold King Drive ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C505185D7BF4C5AC090CC5ADF07684340
2470083,119-000360-035732,NULL,-105.20809255,38.80681843,360,NULL,,,Golden Cycle,Circle,,NULL, ,360 Golden Cycle Circle ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C84456B63514D5AC080BD80D345674340
2470084,119-000285-035733,NULL,-105.18836608,38.80107054,285,NULL,,,Yorktown,Road,,NULL, ,285 Yorktown Road ,Cripple Creek,80813,NULL,NULL,2019-04-24 00:00:00.0000000,ACTIVE,NO CHANGE,Teller,0xAD100000010C08B09F300E4C5AC0B065BB7A89664340
